,mem,int,tru,emp,aes,itt,cft,topic,img_index,mem-why,int-why,tru-why,emp-why,aes-why,itt-why,cft-why,chart_name
1199,7,7,7,7,4,4,7,COVID,5,BECAUSE THE CHARTS DOESNT MOVE THAT MUCH,BECAUSE IT SHOWS HOW THE COVID AFFECTED A LOT OF PEOPLE,ES TOO MUCH,BECAUSE PEOPLE LOST A LOT BECAUSE OF COVID,ECAUSE IT HURTS TO SEE HOW COVID AFFECTED THE WORLD,BECAUSE IT SHOWS THE NUMBER OF AFFECTION THROUT THE WORLD,ECAUSE IT SHOWS THE WEEKLY HOSPITALIZATION OF COVID,COVID-5
1200,1,4,6,7,5,6,3,COVID,6,"there is a lot of information and characters and values given in the chart, which makes it difficult to remember",it does not look particularly interesting or not interesting,"given the amount of details, i would assume so","Yes this is the type of chart best used for emphasis, given it is so well detailed","it is a bit bulky, but definitely well arranged and looks good to the eye",the information provided makes it so,"not really so, as i find it complex",COVID-6
1201,7,6,6,2,6,4,7,COVID,1,Very simple lay out and easy to understand as well,i find it interesting because of its simple and more direct,There is no visible reason for me to doubt the veracity of the information provided,I do not think there is any reason for me to,yes it looks good and well organized,I can not tell from what i am given whether it is intuitive or not,"I am very comfortable with it, given its easy to understand",COVID-1
1202,7,7,6,6,7,6,7,COVID,2,the set up makes it a bit simple and easy to remember,the use of different colors and highlights makes it peculiar,The way the chart is set up gives one confidence in believing the the details shown,I am quite invested and interested in the information the chart shows,it looks very beautiful with the multiple colors,the level of sophistication in the chart makes it appear so ,"very comfortable as it is easy on the eyes, and easy to understand",COVID-2
1203,2,6,6,5,3,6,5,COVID,3,"even with the presence of the legend, i doubt the entirety of the chart would be easily remembered",I do find the layout and arrangement of the chart elements a bit different but in an interesting way,the level of details given makes it appear trustworthy,i fin myself drawn to the peculiarity of the chart,"not necessarily aesthetically pleasing in my opinion, but not a bad presentation/appearance at all",yes it does appear intuitive and a lot of thought/work being invested in it,"its not the ideal option i would go for, but i could still try work with it, so i am a bit comfortable",COVID-3
1204,7,7,6,6,7,7,7,COVID,4,yes the chart is very direct and straight forward,i really love the concept and looks exciting to analyze,i do believe in the authenticity of the information provided in such a chart,very captivated and enthused by the chart,one of the most pleasant looking charts i have seen,"i find it refreshing with how the information is being presented, and well crafted","very comfortable with it, and also very easy on the eyes",COVID-4
1205,7,7,7,7,7,6,7,COVID,5,"it is very similar to the day to day chart that we see in schools or in the news, hence easy to remember","i find it interesting especially the different colors, it gives it an extra dimension",the whole appearance and presentation of the chart just seems undoubtable,i am very interested and captivated by the information within the chart,"one of the most beautiful charts i have seen, especially the blend of colors",very much thought and detail obviously got put into the chart,very comfortable as it is easy to deduce and understand,COVID-5
1206,5,6,4,5,5,5,5,COVID,10,It is very clear,It showed when there were spikes in confirmed COVID cases among pediatric patients,I am not able to verify the source so I would not jnow whether it is trustworthy,COVID was a bad time for many families,The shades of red show clearly when there were increases in cases ,Gives clear information about what it is about,It is easy to interpret ,COVID-10
1207,2,5,4,5,6,6,6,COVID,11,There are many different pieces and values to remember,Shows which areas had the most vaccine doses,Not able to verify source,I can since I also took the vaccine,The color shows clearly which areas had more vaccine doses,The chart gives sufficient information for anyone to understand what it shows,Easy to interpret,COVID-11
1208,3,5,5,5,4,4,5,COVID,12,There are too many countries to remember ,Shows how some countries have managed to slow down their trajectory and others are still increasing rapidly ,The source appears to come from John Hopkins University which is a respected institution ,The number of cases experienced in South Africa also grew rapidly ,I do not really have an opinion about the aesthetic of the chart,"A lot is going on in the bottom left, which makes it hard to decipher which countries are situated where in regards to number of cases",I am able to understand the chart,COVID-12
1209,5,5,4,5,5,5,6,COVID,1,Basic colours and only focused on continents not countries making it easy to remember,Shows some form of correlation between number of cases and number of deaths,No source displayed so cannot verify,I had a family member die from COVID so I do empathize,Simple colors and clear distinction of what is being displayed,Easy to interpret ,Simple bar chart,COVID-1
1210,3,5,5,6,6,6,6,COVID,2,Many values and age groups to remember makes it difficult,It shows how the difference in ages played a role in the confirmed COVID cases and which age groups had more cases,Appears to come from some sort of public health management practice which gives it some sort of trustworthiness ,"Yes, can't imagine what some parents had to go through",The shades of blue work well to catch your eye,"Yes, anyone should be able to understand this chart",Easy to understand ,COVID-2
1211,3,0,0,5,6,4,4,COVID,9,There is a lot going on in the chart,Do not know which countries the chart is referring to ,Not sure what the ECDC is so unable to comment ,"Large amounts of red and dark orange indicate many new cases, which was a major issue during that time","The red, yellow, and orange are very aesthetically pleasing",It is not as easy to understand and might take a bit more time,"I can interpret the chart, however, there is still a lot going on ",COVID-9
1212,6,6,4,4,7,5,4,HousePrice,2,Easily remembered,Interesting,Neutral,Neutral,I like it,It is,Looks good,HousePrice-2
1213,6,7,4,4,1,1,2,HousePrice,3,It is,Interesting,Can't tell,Neutral,"No, looks complicated",Doesn't feel that way,Looks messy,HousePrice-3
1214,7,7,7,4,7,7,7,HousePrice,10,Easy to read,I like the colours,Indeed,Neutral,Love the colours,Intuitive,Like it a lot,HousePrice-10
1215,7,7,7,4,7,7,7,HousePrice,11,Because of the design,Because is colourfull,Because of the house symbol,Neutral,Nice shades of blue,Reminds me of my partner,Feels like home,HousePrice-11
1216,5,4,5,4,1,7,1,HousePrice,12,Looks complicated,Neutral,Neutral,Doesnt make sense to me,I dont like it,Very,Makes me anxious,HousePrice-12
1217,7,7,5,7,1,4,3,HousePrice,1,Because of the rainbow,The graphic is nice,I trust it,Makes me happy,Looks cheap,Neutral,It looks ugly,HousePrice-1
1218,1,5,4,3,6,3,4,HousePrice,4,It looks too disorganized and most people won't understand it,Has nice colors to it which makes it look interesting,I have no much say on if it's trustworthy or not,Does not look like something i'll use often,It's very pretty to look at,It does not look understandable from first look,"It's aesthetically pleasing, but also hard to read",HousePrice-4
1219,5,4,2,4,2,5,6,HousePrice,5,It looks relatively easy to remember,The information look interesting,it does not look professionally made which makes it appear less trustworthy,It is relatively easy to understand,"It is not pretty to look at, like the previous chart",It is relatively easy to understand,it has a simple look to it,HousePrice-5
1220,6,6,6,6,6,6,6,HousePrice,6,"It is explained with more details, so i think it is very easy to remember",Has a lot of details to read and learn about,i would say it is trustworthy because of how well it looks,i think i can empathize with the information on the chart,It is very well made and easy on the eye,It is very simple to understand,It gives more details and look well made so i feel comfortable with it,HousePrice-6
1221,6,5,5,5,5,6,6,HousePrice,1,The use of simple colors and lines makes it easy to remember,I would say it is interesting because of the information avaliable,It looks a little bit trustworthy,"with the price of house going up instead of down, i think i can empathize with it","In a way, it is very good to look at",very easy to understand,"overall, i feel comfortable with this because of the color coordination",HousePrice-1
